STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS,STARTTIMEDATE,month,travel_distance
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1702151579198,1702152210661.0,2023-12-09 19:52:59.198,12,8741.203674421287
Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702139365922,1702140466680.0,2023-12-09 16:29:25.922,12,8741.228319916125
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1702153055003,1702154017754.0,2023-12-09 20:17:35.003,12,8741.203674421287
Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271484,-73.5894795,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702142613398,1702144222817.0,2023-12-09 17:23:33.398,12,8743.30634489396
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1702153089012,1702154008936.0,2023-12-09 20:18:09.012,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,1702155165400,1702156485443.0,2023-12-09 20:52:45.400,12,8739.951706354594
St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702100627245,1702101300891.0,2023-12-09 05:43:47.245,12,8740.423546845315
Ste-Catherine / Bishop,Ville-Marie,45.4966367,-73.5761287,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702078414467,1702079022638.0,2023-12-08 23:33:34.467,12,8741.512772337415
Marmier / St-Denis,Rosemont - La Petite-Patrie,45.530871,-73.598345,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702031005212,1702032909723.0,2023-12-08 10:23:25.212,12,8744.073679002908
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,1702047133655,1702047613149.0,2023-12-08 14:52:13.655,12,8740.90851470778
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,du Mont-Royal / de Brébeuf,Le Plateau-Mont-Royal,45.5293365,-73.5779527,1702039601696,1702041458910.0,2023-12-08 12:46:41.696,12,8742.488596540057
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,1702061428586,1702063018569.0,2023-12-08 18:50:28.586,12,8742.121064534984
St-Rémi / Ste-Émilie,Le Sud-Ouest,45.469765,-73.5892341,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702052561441,1702054298949.0,2023-12-08 16:22:41.441,12,8741.819308800157
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,1702018767632,1702019522853.0,2023-12-08 06:59:27.632,12,8741.228319916125
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1701978387842,1701978753900.0,2023-12-07 19:46:27.842,12,8739.989240833682
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701968625086,1701969821635.0,2023-12-07 17:03:45.086,12,8741.969452076046
Ste-Catherine / Bishop,Ville-Marie,45.4966367,-73.5761287,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701887744502,1701888733799.0,2023-12-06 18:35:44.502,12,8741.512772337415
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701890629429,1701891915745.0,2023-12-06 19:23:49.429,12,8742.908888769805
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,1701885290423,1701886815569.0,2023-12-06 17:54:50.423,12,8741.969452076046
Cathcart / McGill College,Ville-Marie,45.5011877,-73.5704549,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701817537110,1701818981413.0,2023-12-05 23:05:37.110,12,8741.199014889195
BAnQ (Berri),Ville-Marie,45.5160139,-73.5629196,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701827243601,1701828304774.0,2023-12-06 01:47:23.601,12,8741.007553992935
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701708107983,1701708594787.0,2023-12-04 16:41:47.983,12,8740.083142346948
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702917958681,1702918271855.0,2023-12-18 16:45:58.681,12,8740.083142346948
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702918991450,1702919305479.0,2023-12-18 17:03:11.450,12,8740.083142346948
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1702908048788,1702908260187.0,2023-12-18 14:00:48.788,12,8740.435390077175
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1702900226275,1702900622105.0,2023-12-18 11:50:26.275,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1702851369805,1702851665591.0,2023-12-17 22:16:09.805,12,8739.7485723351
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702886578081,1702887107175.0,2023-12-18 08:02:58.081,12,8741.70447714323
St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702940053358,1702940472905.0,2023-12-18 22:54:13.358,12,8740.90851470778
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1702915700237,1702915937668.0,2023-12-18 16:08:20.237,12,8740.435390077175
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,1702925431786,1702925811033.0,2023-12-18 18:50:31.786,12,8740.971232004586
Ste-Catherine / Drummond,Ville-Marie,45.4985885,-73.5742781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702503154563,1702503846475.0,2023-12-13 21:32:34.563,12,8741.422396714825
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,1702501820355,1702502677459.0,2023-12-13 21:10:20.355,12,8741.768065954418
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,1702502321809,1702502806614.0,2023-12-13 21:18:41.809,12,8740.423546845315
St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702496061919,1702496709280.0,2023-12-13 19:34:21.919,12,8740.423546845315
Ste-Catherine / Drummond,Ville-Marie,45.4985885,-73.5742781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702498567127,1702499172373.0,2023-12-13 20:16:07.127,12,8741.422396714825
William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702857309045,1702859322296.0,2023-12-17 23:55:09.045,12,8740.25221219947
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702861824893,1702862063760.0,2023-12-18 01:10:24.893,12,8739.7485723351
Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702830655934,1702830871275.0,2023-12-17 16:30:55.934,12,8740.3760846744
de Maisonneuve / Aylmer (est),Ville-Marie,45.505386,-73.570432,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702836025299,1702836963335.0,2023-12-17 18:00:25.299,12,8741.304830743113
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Jacques / Guy,Le Sud-Ouest,45.4913669,-73.5701072,1703024189832,1703024943684.0,2023-12-19 22:16:29.832,12,8740.92107602643
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1703026746039,1703027214629.0,2023-12-19 22:59:06.039,12,8740.3760846744
de la Montagne / Notre-Dame,Le Sud-Ouest,45.4929134,-73.5646878,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703023238192,1703026178810.0,2023-12-19 22:00:38.192,12,8740.54962516622
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,1703032258538,1703032756336.0,2023-12-20 00:30:58.538,12,8740.499606151036
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702924414917,1702924840715.0,2023-12-18 18:33:34.917,12,8740.971232004586
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,1701709919163,1701711105420.0,2023-12-04 17:11:59.163,12,8741.70447714323
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,du Square Dorchester / Peel,Ville-Marie,45.4996996,-73.5719365,1701717061246,1701717593701.0,2023-12-04 19:11:01.246,12,8741.273261267213
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Peel / Notre-Dame,Ville-Marie,45.4954469,-73.5632944,1701702804292,1701703420078.0,2023-12-04 15:13:24.292,12,8740.508856785913
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,des Bassins / du Séminaire,Ville-Marie,45.490452,-73.560172,1701692977439,1701693611657.0,2023-12-04 12:29:37.439,12,8740.144023762356
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Peel / Notre-Dame,Ville-Marie,45.4954469,-73.5632944,1701641860569,1701642195525.0,2023-12-03 22:17:40.569,12,8740.508856785913
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1701642025881,1701642580553.0,2023-12-03 22:20:25.881,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Denis / de Maisonneuve,Ville-Marie,45.514404,-73.561919,1701637631187,1701638711107.0,2023-12-03 21:07:11.187,12,8740.890422780772
St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701639150780,1701639501877.0,2023-12-03 21:32:30.780,12,8740.90851470778
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701629830104,1701630619237.0,2023-12-03 18:57:10.104,12,8741.203674421287
Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701628147288,1701629128267.0,2023-12-03 18:29:07.288,12,8741.228319916125
Ottawa / William,Le Sud-Ouest,45.489727,-73.564063,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701628007528,1701628293434.0,2023-12-03 18:26:47.528,12,8740.420590223097
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1701627722683,1701628421903.0,2023-12-03 18:22:02.683,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Square Viger (Berri / Viger),Ville-Marie,45.5122121,-73.5546289,1701635055563,1701635922456.0,2023-12-03 20:24:15.563,12,8740.281492759508
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / Berri,Ville-Marie,45.51086,-73.54983,1701620232993,1701620784425.0,2023-12-03 16:17:12.993,12,8739.8829601416
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Hubert / de Maisonneuve (sud),Ville-Marie,45.5158684,-73.5600838,1701624364042,1701625616142.0,2023-12-03 17:26:04.042,12,8740.78882338863
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Workman / Vinet,Le Sud-Ouest,45.4837889,-73.5750613,1701640648589,1701641361227.0,2023-12-03 21:57:28.589,12,8741.102822563682
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701622948797,1701623558810.0,2023-12-03 17:02:28.797,12,8740.971232004586
Métro Place-d'Armes (Viger / St-Urbain),Ville-Marie,45.50623,-73.55976,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701626507808,1701627090228.0,2023-12-03 18:01:47.808,12,8740.517183737707
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / Berri,Ville-Marie,45.51086,-73.54983,1701629229042,1701630084597.0,2023-12-03 18:47:09.042,12,8739.8829601416
Dorion / Ontario,Ville-Marie,45.526991,-73.558212,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701605104504,1701606216106.0,2023-12-03 12:05:04.504,12,8740.932117088976
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701574854898,1701575078153.0,2023-12-03 03:40:54.898,12,8739.7485723351
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701554165436,1701554647753.0,2023-12-02 21:56:05.436,12,8740.971232004586
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701566077175,1701566900795.0,2023-12-03 01:14:37.175,12,8739.989240833682
St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701553510168,1701554112781.0,2023-12-02 21:45:10.168,12,8740.499606151036
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701554383474,1701555363165.0,2023-12-02 21:59:43.474,12,8741.203674421287
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701582729445,1701583215282.0,2023-12-03 05:52:09.445,12,8741.528338306462
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701550259217,1701550975348.0,2023-12-02 20:50:59.217,12,8741.70447714323
Workman / Vinet,Le Sud-Ouest,45.4837889,-73.5750613,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701542300407,1701542772571.0,2023-12-02 18:38:20.407,12,8741.102822563682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Workman / Vinet,Le Sud-Ouest,45.4837889,-73.5750613,1701546573329,1701547142132.0,2023-12-02 19:49:33.329,12,8741.102822563682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,1701542494599,1701543501454.0,2023-12-02 18:41:34.599,12,8741.70447714323
de Maisonneuve / Aylmer (est),Ville-Marie,45.505386,-73.570432,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701538339107,1701538945595.0,2023-12-02 17:32:19.107,12,8741.304830743113
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Peel / Notre-Dame,Ville-Marie,45.4954469,-73.5632944,1701525751379,1701525983948.0,2023-12-02 14:02:31.379,12,8740.508856785913
Stanley / René-Lévesque,Ville-Marie,45.4979039,-73.5707757,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701523420846,1701523829703.0,2023-12-02 13:23:40.846,12,8741.13922553369
Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701483078009,1701483661430.0,2023-12-02 02:11:18.009,12,8741.228319916125
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701465943942,1701466217414.0,2023-12-01 21:25:43.942,12,8740.971232004586
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701470831845,1701471254803.0,2023-12-01 22:47:11.845,12,8741.528338306462
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Cathcart / McGill College,Ville-Marie,45.5011877,-73.5704549,1701494506452,1701495115520.0,2023-12-02 05:21:46.452,12,8741.199014889195
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Montagne / Notre-Dame,Le Sud-Ouest,45.4929134,-73.5646878,1701472803892,1701473064429.0,2023-12-01 23:20:03.892,12,8740.54962516622
St-Hubert / de Maisonneuve (sud),Ville-Marie,45.5158684,-73.5600838,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701456607540,1701457552250.0,2023-12-01 18:50:07.540,12,8740.78882338863
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1701452394425,1701453257055.0,2023-12-01 17:39:54.425,12,8741.203674421287
Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701541495906,1701542190746.0,2023-12-02 18:24:55.906,12,8741.228319916125
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,BAnQ (Berri),Ville-Marie,45.5160139,-73.5629196,1701523803381,1701524684008.0,2023-12-02 13:30:03.381,12,8741.007553992935
Marché Maisonneuve,Mercier - Hochelaga-Maisonneuve,45.553219,-73.539782,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701892240704,1701895251417.0,2023-12-06 19:50:40.704,12,8740.208560768184
St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703888938622,1703890440474.0,2023-12-29 22:28:58.622,12,8740.499606151036
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Métro Lionel-Groulx (St-Jacques / Atwater),Le Sud-Ouest,45.4836285,-73.5797026,1703880154183,1703884630817.0,2023-12-29 20:02:34.183,12,8741.450831562459
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1703865151341,1703865466640.0,2023-12-29 15:52:31.341,12,8740.3760846744
Berri / Rachel,Le Plateau-Mont-Royal,45.522719,-73.577204,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703818934281,1703820220028.0,2023-12-29 03:02:14.281,12,8742.262323486932
Berri / Rachel,Le Plateau-Mont-Royal,45.522719,-73.577204,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703818936468,1703820229917.0,2023-12-29 03:02:16.468,12,8742.262323486932
René-Lévesque / Panet,Ville-Marie,45.5186242,-73.5521901,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703804390754,1703805281130.0,2023-12-28 22:59:50.754,12,8740.261042644303
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1703805451793,1703805816350.0,2023-12-28 23:17:31.793,12,8740.3760846744
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de l'Hôtel-de-Ville / Rachel,Le Plateau-Mont-Royal,45.5198966,-73.5801065,1703808342516,1703810035535.0,2023-12-29 00:05:42.516,12,8742.410080079426
de l'Hôtel-de-Ville / Rachel,Le Plateau-Mont-Royal,45.5198966,-73.5801065,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703800040043,1703801537237.0,2023-12-28 21:47:20.043,12,8742.410080079426
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,1703803771166,1703804980205.0,2023-12-28 22:49:31.166,12,8739.951706354594
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,1703798869913,1703799427647.0,2023-12-28 21:27:49.913,12,8740.65220929982
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703807264611,1703808024703.0,2023-12-28 23:47:44.611,12,8739.951706354594
de Maisonneuve / Mansfield (sud-est),Ville-Marie,45.5022935,-73.5733064,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703786781456,1703787266669.0,2023-12-28 18:06:21.456,12,8741.443595456292
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,1703720096335,1703720579051.0,2023-12-27 23:34:56.335,12,8740.65220929982
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703734654952,1703736473299.0,2023-12-28 03:37:34.952,12,8742.121064534984
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703732172530,1703732373104.0,2023-12-28 02:56:12.530,12,8739.7485723351
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703721888896,1703722284401.0,2023-12-28 00:04:48.896,12,8739.951706354594
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703719405624,1703719601959.0,2023-12-27 23:23:25.624,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703715064873,1703715269555.0,2023-12-27 22:11:04.873,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Jacques / Guy,Le Sud-Ouest,45.4913669,-73.5701072,1703711171319,1703711781956.0,2023-12-27 21:06:11.319,12,8740.92107602643
St-Jacques / des Seigneurs,Le Sud-Ouest,45.489186,-73.5719,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703709585915,1703710036430.0,2023-12-27 20:39:45.915,12,8741.001210467866
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703504990985,1703505342829.0,2023-12-25 11:49:50.985,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1703449102065,1703449386101.0,2023-12-24 20:18:22.065,12,8740.435390077175
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703440909003,1703441765069.0,2023-12-24 18:01:49.003,12,8741.70447714323
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703478089580,1703478803621.0,2023-12-25 04:21:29.580,12,8741.70447714323
Viger / Chenneville,Ville-Marie,45.505312,-73.560891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703440718185,1703441466494.0,2023-12-24 17:58:38.185,12,8740.57941682896
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703462432479,1703462719278.0,2023-12-25 00:00:32.479,12,8740.971232004586
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703435209880,1703435833072.0,2023-12-24 16:26:49.880,12,8741.203674421287
